"Time","DataCount (samples)","Interval (s)","ActivityCode (0=sedentary, 1= standing, 2=stepping)","CumulativeStepCount","Activity Score (MET.h)"
41820.5120671296,37096,1,2,1898,1.111111E-03
41820.5120787037,37106,1,2,1899,1.111111E-03
41820.5120902778,37116,1,2,1900,1.111111E-03
41820.5121018519,37126,1,2,1901,1.111111E-03
41820.5121134259,37136,1.1,2,1902,.00115
41820.5121261574,37147,1,2,1903,1.111111E-03
41820.5121377315,37157,1,2,1904,1.111111E-03
41820.5121493056,37167,1,2,1905,1.111111E-03
41820.5121608796,37177,1,2,1906,1.111111E-03
41820.5121724537,37187,1.1,2,1907,.00115
41820.5121851852,37198,1,2,1908,1.111111E-03
41820.5121967593,37208,1.1,2,1909,.00115
41820.5122094907,37219,1,2,1910,1.111111E-03
41820.5122210648,37229,1,2,1911,1.111111E-03
41820.5122326389,37239,1.1,2,1912,.00115
41820.5122453704,37250,1.1,2,1913,.00115
41820.5122581019,37261,1,2,1914,1.111111E-03
41820.5122696759,37271,1.1,2,1915,.00115
41820.5122824074,37282,1,2,1916,1.111111E-03
41820.5122939815,37292,1,2,1917,1.111111E-03
41820.5123055556,37302,1,2,1918,1.111111E-03
41820.5123171296,37312,1.1,2,1919,.00115
41820.5123298611,37323,1,2,1920,1.111111E-03
41820.5123414352,37333,1,2,1921,1.111111E-03
41820.5123530093,37343,1,2,1922,1.111111E-03
41820.5123645833,37353,1,2,1923,1.111111E-03
41820.5123761574,37363,1,2,1924,1.111111E-03
41820.5123877315,37373,1.1,2,1925,.00115
41820.512400463,37384,1,2,1926,1.111111E-03
41820.512412037,37394,1,2,1927,1.111111E-03
41820.5124236111,37404,1.1,2,1928,.00115
41820.5124363426,37415,.9,2,1929,1.072222E-03
41820.5124467593,37424,1.1,2,1930,.00115
41820.5124594907,37435,1,2,1931,1.111111E-03
41820.5124710648,37445,1,2,1932,1.111111E-03
41820.5124826389,37455,1,2,1933,1.111111E-03
41820.512494213,37465,1,2,1934,1.111111E-03
41820.512505787,37475,1,2,1935,1.111111E-03
41820.5125173611,37485,1,2,1936,1.111111E-03
41820.5125289352,37495,1,2,1937,1.111111E-03
41820.5125405093,37505,1,2,1938,1.111111E-03
41820.5125520833,37515,1,2,1939,1.111111E-03
41820.5125636574,37525,1,2,1940,1.111111E-03
41820.5125752315,37535,1,2,1941,1.111111E-03
41820.5125868056,37545,1.1,2,1942,.00115
41820.512599537,37556,1,2,1943,1.111111E-03
41820.5126111111,37566,1,2,1944,1.111111E-03
41820.5126226852,37576,1.1,2,1945,.00115
41820.5126354167,37587,.9,2,1946,1.072222E-03
41820.5126458333,37596,1.1,2,1947,.00115
41820.5126585648,37607,1,2,1948,1.111111E-03
41820.5126701389,37617,1,2,1949,1.111111E-03
41820.512681713,37627,1,2,1950,1.111111E-03
41820.512693287,37637,1.1,2,1951,.00115
41820.5127060185,37648,1,2,1952,1.111111E-03
41820.5127175926,37658,1,2,1953,1.111111E-03
41820.5127291667,37668,1,2,1954,1.111111E-03
41820.5127407407,37678,1,2,1955,1.111111E-03
41820.5127523148,37688,1.1,2,1956,.00115
41820.5127650463,37699,1,2,1957,1.111111E-03
41820.5127766204,37709,1,2,1958,1.111111E-03
41820.5127881945,37719,1,2,1959,1.111111E-03
41820.5127997685,37729,1,2,1960,1.111111E-03
41820.5128113426,37739,1.1,2,1961,.00115
41820.5128240741,37750,1,2,1962,1.111111E-03
41820.5128356482,37760,1,2,1963,1.111111E-03
41820.5128472222,37770,1,2,1964,1.111111E-03
41820.5128587963,37780,1,2,1965,1.111111E-03
41820.5128703704,37790,1,2,1966,1.111111E-03
41820.5128819444,37800,1.1,2,1967,.00115
41820.5128946759,37811,1.1,2,1968,.00115
41820.5129074074,37822,1,2,1969,1.111111E-03
41820.5129189815,37832,1,2,1970,1.111111E-03
41820.5129305556,37842,1.1,2,1971,.00115
41820.512943287,37853,1,2,1972,1.111111E-03
41820.5129548611,37863,1,2,1973,1.111111E-03
41820.5129664352,37873,1,2,1974,1.111111E-03
41820.5129780093,37883,1,2,1975,1.111111E-03
41820.5129895833,37893,1,2,1976,1.111111E-03
41820.5130011574,37903,1.1,2,1977,.00115
41820.5130138889,37914,1.9,2,1978,1.461111E-03
41820.5130358796,37933,.9,2,1979,1.072222E-03
41820.5130462963,37942,1.5,2,1980,1.305556E-03
41820.5130636574,37957,2,2,1981,.0015
41820.5130868056,37977,20.6,1,1981,8.011111E-03
41820.5133252315,38183,1,2,1982,1.111111E-03
41820.5133368056,38193,2.6,2,1983,1.733333E-03
41820.5133668982,38219,1,2,1984,1.111111E-03
41820.5133784722,38229,1.1,2,1985,.00115
41820.5133912037,38240,1,2,1986,1.111111E-03
41820.5134027778,38250,1,2,1987,1.111111E-03
41820.5134143519,38260,1.1,2,1988,.00115
41820.5134270833,38271,1,2,1989,1.111111E-03
41820.5134386574,38281,1,2,1990,1.111111E-03
41820.5134502315,38291,1,2,1991,1.111111E-03
41820.5134618056,38301,1.1,2,1992,.00115
41820.513474537,38312,13.4,1,1992,5.211111E-03
41820.5136296296,38446,1.2,2,1993,1.188889E-03
41820.5136435185,38458,1.2,2,1994,1.188889E-03
41820.5136574074,38470,1.1,2,1995,.00115
41820.5136701389,38481,1.1,2,1996,.00115
41820.5136828704,38492,1.1,2,1997,.00115
41820.5136956019,38503,1,2,1998,1.111111E-03
41820.5137071759,38513,1.1,2,1999,.00115
41820.5137199074,38524,1,2,2000,1.111111E-03
41820.5137314815,38534,1.1,2,2001,.00115
41820.513744213,38545,1,2,2002,1.111111E-03
41820.513755787,38555,1.1,2,2003,.00115
41820.5137685185,38566,.8,2,2004,1.033333E-03
41820.5137777778,38574,.9,2,2005,1.072222E-03
41820.5137881944,38583,1,2,2006,1.111111E-03
41820.5137997685,38593,.9,2,2007,1.072222E-03
41820.5138101852,38602,1,2,2008,1.111111E-03
41820.5138217593,38612,1.2,2,2009,1.188889E-03
41820.5138356481,38624,.7,2,2010,9.944445E-04
41820.51384375,38631,.9,2,2011,1.072222E-03
41820.5138541667,38640,.9,2,2012,1.072222E-03
41820.5138645833,38649,1,2,2013,1.111111E-03
41820.5138761574,38659,1.2,2,2014,1.188889E-03
41820.5138900463,38671,.7,2,2015,9.944445E-04
41820.5138981482,38678,.9,2,2016,1.072222E-03
41820.5139085648,38687,1,2,2017,1.111111E-03
41820.5139201389,38697,1.2,2,2018,1.188889E-03
41820.5139340278,38709,.7,2,2019,9.944445E-04
41820.5139421296,38716,1,2,2020,1.111111E-03
41820.5139537037,38726,1.1,2,2021,.00115
41820.5139664352,38737,2.6,2,2022,1.733333E-03
41820.5139965278,38763,1,2,2023,1.111111E-03
41820.5140081019,38773,1,2,2024,1.111111E-03
41820.5140196759,38783,1,2,2025,1.111111E-03
41820.51403125,38793,.9,2,2026,1.072222E-03
41820.5140416667,38802,1,2,2027,1.111111E-03
41820.5140532407,38812,1,2,2028,1.111111E-03
41820.5140648148,38822,1,2,2029,1.111111E-03
41820.5140763889,38832,.9,2,2030,1.072222E-03
41820.5140868056,38841,1,2,2031,1.111111E-03
41820.5140983796,38851,1,2,2032,1.111111E-03
41820.5141099537,38861,1,2,2033,1.111111E-03
41820.5141215278,38871,1,2,2034,1.111111E-03
41820.5141331019,38881,1,2,2035,1.111111E-03
41820.5141446759,38891,1,2,2036,1.111111E-03
41820.51415625,38901,.9,2,2037,1.072222E-03
41820.5141666667,38910,1,2,2038,1.111111E-03
41820.5141782407,38920,1,2,2039,1.111111E-03
41820.5141898148,38930,1.1,2,2040,.00115
41820.5142025463,38941,1,2,2041,1.111111E-03
41820.5142141204,38951,1,2,2042,1.111111E-03
41820.5142256944,38961,.9,2,2043,1.072222E-03
41820.5142361111,38970,40.5,1,2043,.01575
41820.5147048611,39375,1.1,2,2044,.00115
41820.5147175926,39386,1.2,2,2045,1.188889E-03
41820.5147314815,39398,5.7,2,2046,2.938889E-03
41820.5147974537,39455,1,2,2047,1.111111E-03
41820.5148090278,39465,6.4,1,2047,2.488889E-03
41820.5148831019,39529,1.4,2,2048,1.266667E-03
41820.5148993056,39543,5.8,2,2049,2.977778E-03
41820.5149664352,39601,1.9,2,2050,1.461111E-03
41820.5149884259,39620,1.8,2,2051,1.422222E-03
41820.5150092593,39638,2,2,2052,.0015
41820.5150324074,39658,2,2,2053,.0015
41820.5150555556,39678,2,2,2054,.0015
41820.5150787037,39698,1.9,2,2055,1.461111E-03
41820.5151006944,39717,2.1,2,2056,1.538889E-03
41820.515125,39738,2.1,2,2057,1.538889E-03
41820.5151493056,39759,2.1,2,2058,1.538889E-03
41820.5151736111,39780,4.8,2,2059,2.588889E-03
41820.5152291667,39828,1.3,2,2060,1.227778E-03
41820.515244213,39841,1.1,2,2061,.00115
41820.5152569444,39852,1.2,2,2062,1.188889E-03
41820.5152708333,39864,4.4,2,2063,2.433333E-03
41820.5153217593,39908,3,2,2064,1.888889E-03
41820.5153564815,39938,8.7,1,2064,3.383333E-03
41820.5154571759,40025,1.5,2,2065,1.305556E-03
41820.515474537,40040,1.1,2,2066,.00115
41820.5154872685,40051,1.3,2,2067,1.227778E-03
41820.5155023148,40064,1.2,2,2068,1.188889E-03
41820.5155162037,40076,1.6,2,2069,1.344444E-03
41820.5155347222,40092,.7,2,2070,9.944445E-04
41820.5155428241,40099,2.3,2,2071,1.616667E-03
41820.5155694444,40122,3.1,2,2072,1.927778E-03
41820.5156053241,40153,5.7,2,2073,2.938889E-03
41820.5156712963,40210,1.2,2,2074,1.188889E-03
41820.5156851852,40222,2.7,2,2075,1.772222E-03
41820.5157164352,40249,4.6,2,2076,2.511111E-03
41820.5157696759,40295,8.3,1,2076,3.227778E-03
41820.5158657407,40378,.7,2,2077,9.944445E-04
41820.5158738426,40385,1.1,2,2078,.00115
41820.5158865741,40396,1.3,2,2079,1.227778E-03
41820.5159016204,40409,2.6,2,2080,1.733333E-03
41820.515931713,40435,3,2,2081,1.888889E-03
41820.5159664352,40465,2.1,2,2082,1.538889E-03
41820.5159907407,40486,2.1,2,2083,1.538889E-03
41820.5160150463,40507,2.2,2,2084,1.577778E-03
41820.5160405093,40529,2.1,2,2085,1.538889E-03
41820.5160648148,40550,2.3,2,2086,1.616667E-03
41820.5160914352,40573,2.2,2,2087,1.577778E-03
41820.5161168982,40595,2.3,2,2088,1.616667E-03
41820.5161435185,40618,2.4,2,2089,1.655556E-03
41820.5161712963,40642,2.3,2,2090,1.616667E-03
41820.5161979167,40665,5.5,2,2091,2.861111E-03
41820.5162615741,40720,19.7,1,2091,7.661111E-03
41820.5164895833,40917,5.1,2,2092,2.705555E-03
41820.5165486111,40968,1.3,2,2093,1.227778E-03
41820.5165636574,40981,.8,2,2094,1.033333E-03
41820.5165729167,40989,5.7,2,2095,2.938889E-03
41820.5166388889,41046,1.5,2,2096,1.305556E-03
41820.51665625,41061,4.2,2,2097,2.355556E-03
41820.5167048611,41103,1,2,2098,1.111111E-03
41820.5167164352,41113,1.6,2,2099,1.344444E-03
41820.5167349537,41129,2.1,2,2100,1.538889E-03
41820.5167592593,41150,2.2,2,2101,1.577778E-03
41820.5167847222,41172,2.1,2,2102,1.538889E-03
41820.5168090278,41193,2.2,2,2103,1.577778E-03
41820.5168344907,41215,2.3,2,2104,1.616667E-03
41820.5168611111,41238,2.3,2,2105,1.616667E-03
41820.5168877315,41261,2.2,2,2106,1.577778E-03
41820.5169131944,41283,2.4,2,2107,1.655556E-03
41820.5169409722,41307,33.2,1,2107,1.291111E-02
41820.5173252315,41639,2.3,2,2108,1.616667E-03
41820.5173518519,41662,1.2,2,2109,1.188889E-03
41820.5173657407,41674,3.7,2,2110,2.161111E-03
41820.5174085648,41711,1.8,2,2111,1.422222E-03
41820.5174293981,41729,3.4,2,2112,2.044444E-03
41820.51746875,41763,.7,2,2113,9.944445E-04
41820.5174768519,41770,2,2,2114,.0015
41820.5175,41790,1.9,2,2115,1.461111E-03
41820.5175219907,41809,2,2,2116,.0015
41820.5175451389,41829,2,2,2117,.0015
41820.517568287,41849,2.1,2,2118,1.538889E-03
41820.5175925926,41870,2.1,2,2119,1.538889E-03
41820.5176168981,41891,2.2,2,2120,1.577778E-03
41820.5176423611,41913,2.2,2,2121,1.577778E-03
41820.5176678241,41935,2.4,2,2122,1.655556E-03
41820.5176956019,41959,7,1,2122,2.722222E-03
41820.5177766204,42029,.7,2,2123,9.944445E-04
41820.5177847222,42036,1.1,2,2124,.00115
41820.5177974537,42047,5.4,2,2125,2.822222E-03
41820.5178599537,42101,5.6,2,2126,.0029
41820.5179247685,42157,.7,2,2127,9.944445E-04
41820.5179328704,42164,1,2,2128,1.111111E-03
41820.5179444444,42174,1.2,2,2129,1.188889E-03
41820.5179583333,42186,1.1,2,2130,.00115
41820.5179710648,42197,5.3,2,2131,2.783333E-03
41820.5180324074,42250,6.6,1,2131,2.566667E-03
41820.5181087963,42316,.9,2,2132,1.072222E-03
41820.518119213,42325,1.3,2,2133,1.227778E-03
41820.5181342593,42338,2.8,2,2134,1.811111E-03
41820.5181666667,42366,2.9,2,2135,.00185
41820.5182002315,42395,1.1,2,2136,.00115
41820.518212963,42406,1,2,2137,1.111111E-03
41820.518224537,42416,1,2,2138,1.111111E-03
41820.5182361111,42426,1,2,2139,1.111111E-03
41820.5182476852,42436,1.1,2,2140,.00115
41820.5182604167,42447,.9,2,2141,1.072222E-03
41820.5182708333,42456,1.1,2,2142,.00115
41820.5182835648,42467,1.1,2,2143,.00115
41820.5182962963,42478,1,2,2144,1.111111E-03
41820.5183078704,42488,2.8,2,2145,1.811111E-03
41820.5183402778,42516,1.1,2,2146,.00115
41820.5183530093,42527,1,2,2147,1.111111E-03
41820.5183645833,42537,1,2,2148,1.111111E-03
41820.5183761574,42547,1,2,2149,1.111111E-03
41820.5183877315,42557,1.1,2,2150,.00115
41820.518400463,42568,.9,2,2151,1.072222E-03
41820.5184108796,42577,1.1,2,2152,.00115
41820.5184236111,42588,1,2,2153,1.111111E-03
41820.5184351852,42598,1.3,2,2154,1.227778E-03
41820.5184502315,42611,4.1,2,2155,2.316667E-03
41820.5184976852,42652,3.5,2,2156,2.083333E-03
41820.5185381944,42687,2.8,2,2157,1.811111E-03
41820.5185706019,42715,1.6,2,2158,1.344444E-03
41820.5185891204,42731,5.6,2,2159,.0029
41820.5186539352,42787,7.5,1,2159,2.916667E-03
41820.5187407407,42862,4.7,2,2160,.00255
41820.5187951389,42909,2.7,2,2161,1.772222E-03
41820.5188263889,42936,3.7,2,2162,2.161111E-03
41820.518869213,42973,.7,2,2163,9.944445E-04
41820.5188773148,42980,3.5,2,2164,2.083333E-03
41820.5189178241,43015,3.6,2,2165,2.122222E-03
41820.5189594907,43051,3.8,2,2166,.0022
41820.5190034722,43089,2.3,2,2167,1.616667E-03
41820.5190300926,43112,2,2,2168,.0015
41820.5190532407,43132,1.2,2,2169,1.188889E-03
41820.5190671296,43144,1.1,2,2170,.00115
41820.5190798611,43155,7.1,1,2170,2.761111E-03
41820.519162037,43226,4.8,2,2171,2.588889E-03
41820.5192175926,43274,.8,2,2172,1.033333E-03
41820.5192268519,43282,2.5,2,2173,1.694444E-03
41820.519255787,43307,1.7,2,2174,1.383333E-03
41820.519275463,43324,1.2,2,2175,1.188889E-03
41820.5192893519,43336,1.3,2,2176,1.227778E-03
41820.5193043981,43349,1.1,2,2177,.00115
41820.5193171296,43360,1.6,2,2178,1.344444E-03
41820.5193356481,43376,1.1,2,2179,.00115
41820.5193483796,43387,1.4,2,2180,1.266667E-03
41820.5193645833,43401,2.1,2,2181,1.538889E-03
41820.5193888889,43422,4.1,2,2182,2.316667E-03
41820.5194363426,43463,2,2,2183,.0015
41820.5194594907,43483,8.3,1,2183,3.227778E-03
41820.5195555556,43566,5.2,2,2184,2.744444E-03
41820.5196157407,43618,3.5,2,2185,2.083333E-03
41820.51965625,43653,3.2,2,2186,1.966667E-03
41820.519693287,43685,10.5,1,2186,4.083333E-03
41820.5198148148,43790,3.4,2,2187,2.044444E-03
41820.5198541667,43824,3.5,2,2188,2.083333E-03
41820.5198946759,43859,5.2,2,2189,2.744444E-03
41820.5199548611,43911,32.9,1,2189,1.279445E-02
41820.5203356482,44240,3.3,2,2190,2.005555E-03
41820.5203738426,44273,4.1,2,2191,2.316667E-03
41820.5204212963,44314,10.2,1,2191,3.966666E-03
41820.5205393519,44416,3.2,2,2192,1.966667E-03
41820.5205763889,44448,3.1,2,2193,1.927778E-03
41820.5206122685,44479,3.5,2,2194,2.083333E-03
41820.5206527778,44514,3.4,2,2195,2.044444E-03
41820.5206921296,44548,3.5,2,2196,2.083333E-03
41820.5207326389,44583,3.8,2,2197,.0022
41820.5207766204,44621,2.4,2,2198,1.655556E-03
41820.5208043981,44645,40,1,2198,1.555556E-02
41820.5212673611,45045,5.7,2,2199,2.938889E-03
41820.5213333333,45102,3.3,2,2200,2.005555E-03
41820.5213715278,45135,3.5,2,2201,2.083333E-03
41820.521412037,45170,3.3,2,2202,2.005555E-03
41820.5214502315,45203,5.6,2,2203,.0029
41820.5215150463,45259,3.9,2,2204,2.238889E-03
41820.5215601852,45298,3.4,2,2205,2.044444E-03
41820.521599537,45332,2.7,2,2206,1.772222E-03
41820.521630787,45359,3.8,2,2207,.0022
41820.5216747685,45397,1.5,2,2208,1.305556E-03
41820.5216921296,45412,4.5,2,2209,2.472222E-03
41820.521744213,45457,5.3,2,2210,2.783333E-03
41820.5218055556,45510,1.3,2,2211,1.227778E-03
41820.5218206019,45523,1.8,2,2212,1.422222E-03
41820.5218414352,45541,2.4,2,2213,1.655556E-03
41820.521869213,45565,1.5,2,2214,1.305556E-03
41820.5218865741,45580,2,2,2215,.0015
41820.5219097222,45600,3.6,2,2216,2.122222E-03
41820.5219513889,45636,3.2,2,2217,1.966667E-03
41820.5219884259,45668,1.7,2,2218,1.383333E-03
41820.5220081019,45685,4,2,2219,2.277778E-03
41820.5220543981,45725,3.1,2,2220,1.927778E-03
41820.5220902778,45756,1.1,2,2221,.00115
41820.5221030093,45767,2.6,2,2222,1.733333E-03
41820.5221331019,45793,1.3,2,2223,1.227778E-03
41820.5221481481,45806,1,2,2224,1.111111E-03
41820.5221597222,45816,1.1,2,2225,.00115
41820.5221724537,45827,3.1,2,2226,1.927778E-03
41820.5222083333,45858,1.4,2,2227,1.266667E-03
41820.522224537,45872,5.3,2,2228,2.783333E-03
41820.5222858796,45925,2.2,2,2229,1.577778E-03
41820.5223113426,45947,2,2,2230,.0015
41820.5223344907,45967,13.6,1,2230,5.288889E-03
41820.5224918981,46103,2.6,2,2231,1.733333E-03
41820.5225219907,46129,1.6,2,2232,1.344444E-03
41820.5225405093,46145,2.8,2,2233,1.811111E-03
41820.5225729167,46173,1.5,2,2234,1.305556E-03
41820.5225902778,46188,1.1,2,2235,.00115
41820.5226030093,46199,1.1,2,2236,.00115
41820.5226157407,46210,1,2,2237,1.111111E-03
41820.5226273148,46220,1,2,2238,1.111111E-03
41820.5226388889,46230,1.1,2,2239,.00115
41820.5226516204,46241,1,2,2240,1.111111E-03
41820.5226631944,46251,1.1,2,2241,.00115
41820.5226759259,46262,1,2,2242,1.111111E-03
41820.5226875,46272,1.1,2,2243,.00115
41820.5227002315,46283,1.1,2,2244,.00115
41820.522712963,46294,1.1,2,2245,.00115
41820.5227256944,46305,1.1,2,2246,.00115
41820.5227384259,46316,1,2,2247,1.111111E-03
41820.52275,46326,1.1,2,2248,.00115
41820.5227627315,46337,1.1,2,2249,.00115
41820.522775463,46348,1.1,2,2250,.00115
41820.5227881944,46359,1,2,2251,1.111111E-03
41820.5227997685,46369,1,2,2252,1.111111E-03
41820.5228113426,46379,1.1,2,2253,.00115
41820.5228240741,46390,1.1,2,2254,.00115
41820.5228368056,46401,1.1,2,2255,.00115
41820.522849537,46412,1.1,2,2256,.00115
41820.5228622685,46423,1.2,2,2257,1.188889E-03
41820.5228761574,46435,1.2,2,2258,1.188889E-03
41820.5228900463,46447,1.1,2,2259,.00115
41820.5229027778,46458,1.2,2,2260,1.188889E-03
41820.5229166667,46470,1.2,2,2261,1.188889E-03
41820.5229305556,46482,1.3,2,2262,1.227778E-03
41820.5229456019,46495,1.2,2,2263,1.188889E-03
41820.5229594907,46507,1.2,2,2264,1.188889E-03
41820.5229733796,46519,1.2,2,2265,1.188889E-03
41820.5229872685,46531,1.2,2,2266,1.188889E-03
41820.5230011574,46543,1.2,2,2267,1.188889E-03
41820.5230150463,46555,1.1,2,2268,.00115
41820.5230277778,46566,1,2,2269,1.111111E-03
41820.5230393519,46576,1.1,2,2270,.00115
41820.5230520833,46587,1,2,2271,1.111111E-03
41820.5230636574,46597,1.1,2,2272,.00115
41820.5230763889,46608,1,2,2273,1.111111E-03
41820.523087963,46618,1.1,2,2274,.00115
41820.5231006944,46629,1.1,2,2275,.00115
41820.5231134259,46640,1.1,2,2276,.00115
41820.5231261574,46651,1.1,2,2277,.00115
41820.5231388889,46662,1.1,2,2278,.00115
41820.5231516204,46673,1,2,2279,1.111111E-03
41820.5231631944,46683,1.1,2,2280,.00115
41820.5231759259,46694,1,2,2281,1.111111E-03
41820.5231875,46704,1.1,2,2282,.00115
41820.5232002315,46715,1,2,2283,1.111111E-03
41820.5232118056,46725,1.1,2,2284,.00115
41820.523224537,46736,1,2,2285,1.111111E-03
41820.5232361111,46746,1,2,2286,1.111111E-03
41820.5232476852,46756,1.1,2,2287,.00115
41820.5232604167,46767,1,2,2288,1.111111E-03
41820.5232719907,46777,1.1,2,2289,.00115
41820.5232847222,46788,1,2,2290,1.111111E-03
41820.5232962963,46798,1.1,2,2291,.00115
41820.5233090278,46809,1,2,2292,1.111111E-03
41820.5233206019,46819,1.1,2,2293,.00115
41820.5233333333,46830,1,2,2294,1.111111E-03
41820.5233449074,46840,1,2,2295,1.111111E-03
41820.5233564815,46850,1.4,2,2296,1.266667E-03
41820.5233726852,46864,.8,2,2297,1.033333E-03
41820.5233819444,46872,1,2,2298,1.111111E-03
41820.5233935185,46882,1.1,2,2299,.00115
41820.52340625,46893,1.1,2,2300,.00115
41820.5234189815,46904,1.1,2,2301,.00115
41820.523431713,46915,1.1,2,2302,.00115
41820.5234444444,46926,1.7,2,2303,1.383333E-03
41820.5234641204,46943,1.1,2,2304,.00115
41820.5234768519,46954,1.1,2,2305,.00115
41820.5234895833,46965,1.3,2,2306,1.227778E-03
41820.5235046296,46978,2.3,2,2307,1.616667E-03
41820.52353125,47001,.8,2,2308,1.033333E-03
41820.5235405093,47009,1.2,2,2309,1.188889E-03
41820.5235543981,47021,1.5,2,2310,1.305556E-03
41820.5235717593,47036,.9,1,2310,.00035
41820.5235821759,47045,319.2,0,2310,.1108333
41820.5272766204,50237,2.1,1,2310,8.166666E-04
41820.5273009259,50258,3.9,2,2311,2.238889E-03
41820.5273460648,50297,7.3,1,2311,2.838889E-03
41820.5274305556,50370,5.7,2,2312,2.938889E-03
41820.5274965278,50427,9.8,1,2312,3.811111E-03
41820.5276099537,50525,1.1,2,2313,.00115
41820.5276226852,50536,2.1,2,2314,1.538889E-03
41820.5276469907,50557,1,2,2315,1.111111E-03
41820.5276585648,50567,.9,2,2316,1.072222E-03
41820.5276689815,50576,1.1,2,2317,.00115
41820.527681713,50587,2.5,2,2318,1.694444E-03
41820.5277106482,50612,1,2,2319,1.111111E-03
41820.5277222222,50622,1,2,2320,1.111111E-03
41820.5277337963,50632,1.2,2,2321,1.188889E-03
41820.5277476852,50644,5,2,2322,2.666667E-03
41820.5278055556,50694,26.3,1,2322,1.022778E-02
41820.5281099537,50957,2.7,2,2323,1.772222E-03
41820.5281412037,50984,1.6,2,2324,1.344444E-03
41820.5281597222,51000,1.5,2,2325,1.305556E-03
41820.5281770833,51015,4.3,2,2326,2.394445E-03
41820.5282268519,51058,5.2,2,2327,2.744444E-03
41820.528287037,51110,4.4,2,2328,2.433333E-03
41820.528337963,51154,1.4,2,2329,1.266667E-03
41820.5283541667,51168,1.4,2,2330,1.266667E-03
41820.5283703704,51182,2.3,2,2331,1.616667E-03
41820.5283969907,51205,4.2,2,2332,2.355556E-03
41820.5284456019,51247,2.3,2,2333,1.616667E-03
41820.5284722222,51270,27.3,1,2333,1.061667E-02
41820.5287881944,51543,1.4,2,2334,1.266667E-03
41820.5288043981,51557,1.4,2,2335,1.266667E-03
41820.5288206019,51571,1.4,2,2336,1.266667E-03
41820.5288368056,51585,1.6,2,2337,1.344444E-03
41820.5288553241,51601,2.1,2,2338,1.538889E-03
41820.5288796296,51622,1.6,2,2339,1.344444E-03
41820.5288981482,51638,1.7,2,2340,1.383333E-03
41820.5289178241,51655,2.1,2,2341,1.538889E-03
41820.5289421296,51676,17.8,1,2341,6.922222E-03
41820.5291481481,51854,2.1,2,2342,1.538889E-03
41820.5291724537,51875,5.2,2,2343,2.744444E-03
41820.5292326389,51927,407.8,1,2343,.1585889
41820.5339525463,56005,1.3,2,2344,1.227778E-03
41820.5339675926,56018,1.8,2,2345,1.422222E-03
41820.5339884259,56036,1.1,2,2346,.00115
41820.5340011574,56047,1,2,2347,1.111111E-03
41820.5340127315,56057,5.1,2,2348,2.705555E-03
41820.5340717593,56108,1.3,2,2349,1.227778E-03
41820.5340868056,56121,1.1,1,2349,4.277778E-04
41820.534099537,56132,534.1,0,2349,.1854514
41820.54028125,61473,9.5,1,2349,3.694444E-03
41820.5403912037,61568,1.4,2,2350,1.266667E-03
41820.5404074074,61582,.7,2,2351,9.944445E-04
41820.5404155093,61589,2.2,2,2352,1.577778E-03
41820.5404409722,61611,1.3,1,2352,5.055555E-04
41820.5404560185,61624,1495.2,0,2352,.5191666
41820.5577615741,76576,58.1,1,2352,2.259444E-02
41820.5584340278,77157,2362.8,0,2352,.8204167
41820.58578125,100785,1.5,1,2352,5.833333E-04
41820.5857986111,100800,1.2,2,2353,1.188889E-03
41820.5858125,100812,5.3,2,2354,2.783333E-03
41820.5858738426,100865,2,2,2355,.0015
41820.5858969907,100885,1.1,2,2356,.00115
41820.5859097222,100896,.9,2,2357,1.072222E-03
41820.5859201389,100905,1,2,2358,1.111111E-03
41820.585931713,100915,.9,2,2359,1.072222E-03
41820.5859421296,100924,.9,2,2360,1.072222E-03
41820.5859525463,100933,1,2,2361,1.111111E-03
41820.5859641204,100943,.9,2,2362,1.072222E-03
41820.585974537,100952,.9,2,2363,1.072222E-03
41820.5859849537,100961,.9,2,2364,1.072222E-03
41820.5859953704,100970,1,2,2365,1.111111E-03
41820.5860069444,100980,1.2,2,2366,1.188889E-03
41820.5860208333,100992,.7,2,2367,9.944445E-04
41820.5860289352,100999,.9,2,2368,1.072222E-03
41820.5860393519,101008,.9,2,2369,1.072222E-03
41820.5860497685,101017,1,2,2370,1.111111E-03
41820.5860613426,101027,.9,2,2371,1.072222E-03
41820.5860717593,101036,.9,2,2372,1.072222E-03
41820.5860821759,101045,1,2,2373,1.111111E-03
41820.58609375,101055,1.2,2,2374,1.188889E-03
41820.5861076389,101067,1.8,2,2375,1.422222E-03
41820.5861284722,101085,2.3,2,2376,1.616667E-03
41820.5861550926,101108,1,2,2377,1.111111E-03
41820.5861666667,101118,.9,2,2378,1.072222E-03
41820.5861770833,101127,1,2,2379,1.111111E-03
41820.5861886574,101137,.9,2,2380,1.072222E-03
41820.5861990741,101146,1,2,2381,1.111111E-03
41820.5862106482,101156,.9,2,2382,1.072222E-03
41820.5862210648,101165,4.1,2,2383,2.316667E-03
41820.5862685185,101206,1,2,2384,1.111111E-03
41820.5862800926,101216,.9,2,2385,1.072222E-03
41820.5862905093,101225,1,2,2386,1.111111E-03
41820.5863020833,101235,.9,2,2387,1.072222E-03
41820.5863125,101244,.9,2,2388,1.072222E-03
41820.5863229167,101253,1,2,2389,1.111111E-03
41820.5863344907,101263,1,2,2390,1.111111E-03
41820.5863460648,101273,1,2,2391,1.111111E-03
